Gene 1	Gene 2	Weight	Network group	Networks
RPS3A	RPS9	0.008002279326319695	Pathway	Wu-Stein-2010
RPS3A	RPS25	0.008002279326319695	Pathway	Wu-Stein-2010
RPS28	RPS3A	0.008002279326319695	Pathway	Wu-Stein-2010
RPS4X	RPS3A	0.008002279326319695	Pathway	Wu-Stein-2010
LDHA	LDHB	1.3008723873645067	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; IREF-INTACT; Kristensen-Foster-2012
KIT	KITLG	1.2059554159641266	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; IREF-INTACT
RPL28	RPL8	0.45885615050792694	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPL8	ATF7IP	0.362810293212533	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPLP1	RPL19	0.32624703738838434	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS17	0.2630200516432524	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Havugimana-Emili-2012; IREF-BIOGRID
RPS25	RPL8	0.20326462108641863	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPLP1	RPLP0	0.18327029515057802	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS15	0.17982816696166992	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS29	RPS15	0.15586892049759626	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS11	0.15204954240471125	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
EEF1A1	GAPDH	0.15003956947475672	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL18	RPL13	0.12708315160125494	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
ESR1	HSP90AB1	0.12622482795268297	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID; IREF-INTACT; Taipale-Lindquist-2012
RPS4X	RPS10	0.12297461042180657	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS19	0.12191719142720103	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS9	0.11763831367716193	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS15	0.11657779477536678	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS15	RPS19	0.11546167731285095	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL13	RPL19	0.1149967797100544	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS16	0.10786015633493662	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
ENO1	GAPDH	0.10587333049625158	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS15	RPS2	0.10576126025989652	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS18	0.10355726210400462	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPS29	0.10301070380955935	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS29	0.10243527777493	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL18	RPLP0	0.09478007955476642	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPS15	0.09234412480145693	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS2	0.09056432405486703	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPLP0	RPL19	0.08603561948984861	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS15	0.08455016184598207	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS9	ESR1	0.08452305186074227	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; Tarallo-Weisz-2011
RPS29	RPL28	0.08397257886826992	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPL18	ESR1	0.08136893960181624	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; Tarallo-Weisz-2011
RPL28	RPS19	0.07882740162312984	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
ESR1	RPLP0	0.07659772643819451	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; Tarallo-Weisz-2011
RPS29	RPS17	0.0765906535089016	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL28	RPS18	0.07631109654903412	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPL28	0.07522644847631454	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPL13	RPLP0	0.07508489489555359	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL28	RPS2	0.07231237553060055	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS3A	RPL28	0.07117149326950312	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
HSP90AB1	ENO1	0.07064890081528574	Physical&nbsp;interactions	Blandin-Richard-2013; IREF-INTACT
RPS4X	ESR1	0.07005016470793635	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; Tarallo-Weisz-2011
RPS16	RPS29	0.06874342542141676	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL28	ESR1	0.06812678975984454	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
RPS10	RPS11	0.06802256358787417	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL12	ESR1	0.06630883424077183	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
RPL13	ESR1	0.06630581116769463	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
ESR1	RPL8	0.06620516860857606	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
ESR1	RPS18	0.06615721818525344	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
RPL37A	ESR1	0.06609545950777829	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
ESR1	RPL19	0.06599973840638995	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
RPS16	ESR1	0.06587543548084795	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
ESR1	GAPDH	0.06575540476478636	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
RPS3A	ESR1	0.06571584241464734	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
RPS2	ESR1	0.06570783781353384	Physical&nbsp;interactions	IREF-BIOGRID; Tarallo-Weisz-2011
HSP90AB1	STK11	0.06538656167685986	Physical&nbsp;interactions	IREF-INTACT; Taipale-Lindquist-2012
LDHA	ESR1	0.06435719644650817	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
ESR1	ENO1	0.0643107290379703	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
ESR1	RPS17	0.06397215509787202	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
HSP90AB1	FGFR3	0.06377393356524408	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID; IREF-INTACT; Taipale-Lindquist-2012
RPS10	ESR1	0.06364019063767046	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
RPS25	ESR1	0.06355308939237148	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
ESR1	EEF2	0.0635521374642849	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
RPS11	ESR1	0.06346322875469923	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
RPL31	ESR1	0.06342691730242223	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
ESR1	RPS19	0.06337924476247281	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
ESR1	EEF1A1	0.06276325025828555	Physical&nbsp;interactions	Cheng-Chen-2010; IREF-BIOGRID
RPS11	RPS2	0.05709497211501002	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS10	0.055966644547879696	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS9	0.05504107195883989	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS11	ESR2	0.05455402052029967	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS25	RPS9	0.054351440630853176	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPL8	FGFR3	0.05415787920355797	Physical&nbsp;interactions	IREF-BIOGRID; IREF-INTACT
RPS28	RPS25	0.05179570987820625	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPS19	0.050886284094303846	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS19	0.048969900235533714	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS15	RPS18	0.04886992461979389	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPS19	0.04826165456324816	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS19	0.0475646136328578	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS16	RPS10	0.04720300901681185	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS3A	RPS10	0.046567068900913	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS16	0.04539704602211714	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS28	0.04524803766980767	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS16	0.044973555486649275	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPS2	0.044762625358998775	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS3A	RPS9	0.04476212942972779	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS25	0.04461657581850886	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS18	ESR2	0.04459532909095287	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS25	RPS16	0.04427445540204644	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS11	0.04411579295992851	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS15	FN1	0.04368634149432182	Physical&nbsp;interactions	Humphries-Humphries-2009
RPL28	FN1	0.04368634149432182	Physical&nbsp;interactions	Humphries-Humphries-2009
RPL31	FN1	0.04368634149432182	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS3A	RPS25	0.04346044082194567	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS2	0.042871184181421995	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS2	0.04285887349396944	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS2	0.042300257831811905	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS16	RPS19	0.0421373313292861	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS3A	RPS19	0.041275981813669205	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS17	0.04125543311238289	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS2	RPS19	0.04053803673014045	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPLP1	0.03948820102959871	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPLP1	RPS17	0.03930692654103041	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS4X	RPS3A	0.0390465478412807	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
FN1	GAPDH	0.03855422977358103	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; Humphries-Humphries-2009; IREF-BIOGRID
RPS3A	RPS16	0.038484536577016115	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS29	0.03835842665284872	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS16	RPS2	0.037844748236238956	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS15	RPS17	0.037719796411693096	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPS2	0.037068215664476156	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID; Kristensen-Foster-2012
RPS29	RPS19	0.03657293692231178	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS29	0.03648113273084164	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS15	RPLP1	0.03641169797629118	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
ENO1	TERT	0.03639666177332401	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS29	RPS18	0.035837029106915	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS4X	RPS29	0.03520491626113653	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS18	0.03469291049987078	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS10	0.03423033934086561	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPLP0	ESR2	0.033758317586034536	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS10	RPLP0	0.033738295547664165	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS18	RPS19	0.03363007819280028	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS29	RPS2	0.03336418280377984	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS18	0.03327428922057152	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS3A	RPS29	0.032876390498131514	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS28	RPS17	0.032624407671391964	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPS3A	0.03215360688045621	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS10	RPS18	0.03210004046559334	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS16	RPS18	0.03173822397366166	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPS17	0.03156684245914221	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS9	RPL8	0.031269267201423645	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	HSP90AB1	0.031145415268838406	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS2	RPS18	0.030848292633891106	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPL8	RPS17	0.03077394887804985	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS25	RPLP1	0.03077278845012188	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPS15	0.03070365358144045	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPL13	0.03039630874991417	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPS18	0.03036206914111972	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS9	RPS18	0.03018878772854805	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
HSP90AB1	RPLP0	0.030001824256032705	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS9	RPS10	0.029823635704815388	Physical&nbsp;interactions	IREF-BIOGRID; Kristensen-Foster-2012
RPS25	RPL13	0.02952238917350769	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS9	RPL12	0.029379982501268387	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPS17	0.029188229702413082	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
LDHA	HSP90AB1	0.028180977795273066	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPL12	RPLP1	0.027934006415307522	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS11	RPLP1	0.02734001399949193	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL37A	RPS17	0.027279303409159184	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPL13	0.027130713686347008	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPS17	0.026702684350311756	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS25	RPLP0	0.026450153905898333	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPS10	0.0263365781866014	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPLP0	RPL8	0.025684417225420475	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	RPS9	0.02561589516699314	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	RPS17	0.025436202995479107	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL13	RPL37A	0.025413231924176216	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
HSP90AB1	EEF2	0.025050226133316755	Physical&nbsp;interactions	BIOGRID-SMALL-SCALE-STUDIES; IREF-BIOGRID
RPS9	RPL19	0.024770786985754967	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
FN1	RPS17	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	RPS19	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	ENO1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	EEF1A1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	LDHB	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	RPL8	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	EEF2	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	RPS18	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	RPLP0	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
FN1	HSP90AB1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS2	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS11	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
LDHA	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPL13	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS10	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS16	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPL12	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS9	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS25	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS3A	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS28	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPL18	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPS4X	FN1	0.0247244443744421	Physical&nbsp;interactions	Humphries-Humphries-2009
RPL19	RPS17	0.024533146992325783	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPLP1	RPS19	0.024515252094715834	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPL12	0.023921186104416847	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS11	RPLP0	0.02354362141340971	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	RPS17	0.023261986672878265	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPS17	0.02283838763833046	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS25	RPL12	0.022795597091317177	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPL8	0.02245658729225397	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	RPLP1	0.022433584555983543	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPLP0	0.022307795006781816	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPLP1	0.02225287351757288	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPL37A	0.022238120436668396	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	EEF2	0.02190473023802042	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	RPS15	0.02188435010612011	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	HSP90AB1	0.02181848604232073	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	RPL13	0.0216772286221385	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPL13	0.021355697885155678	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPS15	0.021335129160434008	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS25	RPL37A	0.021316271740943193	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS4X	RPLP1	0.021310325246304274	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	RPS28	0.020837092772126198	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS2	RPS17	0.02065926603972912	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS4X	RPL13	0.020570476073771715	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPS11	0.020435749553143978	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPL8	0.020410762634128332	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS28	RPL19	0.020050707273185253	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPL37A	0.020011489279568195	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	EEF2	0.0199927962385118	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS2	RPLP1	0.01998031046241522	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	RPS25	0.019866202026605606	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	RPL8	0.019564270041882992	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS2	HSP90AB1	0.01955557963810861	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPL12	0.019436553120613098	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	RPLP0	0.019384817220270634	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL13	RPS2	0.019270063377916813	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS25	RPL19	0.019165425095707178	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS3A	RPLP0	0.019131668377667665	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	EEF2	0.019087005872279406	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS11	RPL37A	0.019071428570896387	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
EEF2	RPS19	0.018967662937939167	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL19	RPL8	0.018840993754565716	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL18	RPL12	0.018812361173331738	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPS11	0.018644664902240038	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPS19	0.01846689498052001	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS4X	RPLP0	0.01840010518208146	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL31	RPL37A	0.018119760788977146	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPL12	RPL19	0.018074220046401024	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
RPS16	RPL8	0.017826498951762915	Physical&nbsp;interactions	Havugimana-Emili-2012; IREF-BIOGRID
